"city","name","street_address","locality","address_region","postal_code","phone","website"
"Newburyport","Harmony Yoga",,"Merrimac","MA","01860","(978) 314-4280","http://www.harmonyyoga.info"
"Newburyport","Yuva Yoga",,"Beverly","MA","01915","(978) 766-4857","http://www.yuvayoga.net"
"Newburyport","Ways2Wisdom","PO Box 1224","Andover","MA","01810","(978) 807-8116","http://ways2wisdom.com"
"Newburyport","Kako Deborah",,"Salem","MA","01970","(978) 744-4808",
"Newburyport","Roots to Wings","1 Lunt St","Byfield","MA","01922","(978) 463-9642","http://www.rootstowings.com"
"Newburyport","Buddhaful Souls Yoga Studio","225 Newburyport Tpke","Rowley","MA","01969","(978) 948-3308","http://www.buddhafulsoulsyogastudio.com"
"Newburyport","Precision Pilates","1 Topsfield Rd","Ipswich","MA","01938","(978) 471-8111",
"Newburyport","A Yoga Practice","65 Central St","Georgetown","MA","01833","(978) 352-8886","http://www.ayogapractice.net"
"Newburyport","Peace Groove & Happiness Studio","52 Central St","Georgetown","MA","01833","(978) 352-9642","http://www.pghkidsyoga.com"
"Newburyport","Yoga Tree","90 Washington St","Haverhill","MA","01832","(978) 944-4126","https://www.theyogatreestudio.com"
"Newburyport","Giving Tree Yoga & Wellness","129 Essex St","Haverhill","MA","01832","(917) 232-2426",
"Newburyport","Bliss Yoga","242 John Wise Ave","Essex","MA","01929","(978) 902-8766",
"Newburyport","Yoga Balance","8 Atwater Ave","Manchester","MA","01944","(978) 526-1681",
"Newburyport","Stand Tall Family Yoga and Fitness","483 Chickering Rd","North Andover","MA","01845","(978) 258-6089",
"Newburyport","Ignite Your Spirit™ Yoga","284 Bay Rd","South Hamilton","MA","01982","(978) 526-8025",
"Newburyport","Cape Ann Stand Up Paddleboards","2 Southern Ave","Essex","MA","01929","(978) 233-1787","http://capeannsup.com"
"Newburyport","John Van Drie","109 Mill Pond","North Andover","MA","01845","(978) 806-6276","http://johnvandrie.com"
"Newburyport","Body & Brain At Riverwalk","290 Merrimack St","Lawrence","MA","01843","(978) 688-5200","http://www.bodynbrain.com/riverwalk"
"Newburyport","At Yoga By Sam","340 Lawrence St","Lawrence","MA","01841","(978) 683-3580",
"Newburyport","Middlesex Yoga","340 Lawrence St","Lawrence","MA","01841","(978) 984-7581",
"Newburyport","Yoga Mat Plus","44 Hampshire St","Methuen","MA","01844","(603) 767-1285","http://www.methuenyogamat.com"
"Newburyport","Bikram Yoga Merrimack Valley","43 High St","Andover","MA","01810","(978) 689-9642",
"Newburyport","Balanced Solutions Inc","10 Torr St","Andover","MA","01810","(978) 747-7110","http://balanced-solutions.org"
"Newburyport","Empower Yoga Studio","15 Elliott St","Beverly","MA","01915","(978) 927-9642","http://www.empoweryogastudio.com"
"Newburyport","Power Yoga Evolution","1060 Osgood St Ste 7","North Andover","MA","01845","(978) 794-2500","http://www.power-yoga-evolution.com"
"Newburyport","Empower Yoga Studio","43 Enon St","Beverly","MA","01915","(978) 927-9642","http://www.empoweryogastudio.com"
"Newburyport","Ananda Shanti Yoga Studio","11 Beach St","Manchester","MA","01944","(978) 525-0366","http://anandashantiyoga.com"
"Newburyport","HotCore Yoga","32 West St","Beverly","MA","01915","(978) 210-2190","http://hotcoreyoga.com"
"Newburyport","Abt Yoga","22 S Main St","Topsfield","MA","01983","(978) 887-3196","http://www.abtyoga.com"
"Newburyport","Yogaspirit Studios","Po Box 2337","South Hamilton","MA","01982","(978) 468-3099",
"Newburyport","Village PiYo",,"Rockport","MA","01966","(978) 837-8270",
"Newburyport","Pause Yoga","36 Main St","Amesbury","MA","01913","(508) 333-4160","http://pauseyogastudio.com"
"Newburyport","River Bridge Arts and Wellness Center","21 S Main St","Ipswich","MA","01938","(978) 312-1543","http://www.riverbridgeartsandwellness.com"
"Newburyport","Maternal Health & Fitness","7 Hodges St","North Andover","MA","01845","(978) 738-8080",
"Newburyport","Pure Barre","107 Turnpike St","North Andover","MA","01845","(978) 655-7361","http://purebarre.com"
"Newburyport","Curves","158 Bridge Rd Unit E","Salisbury","MA","01952","(978) 463-5967","http://www.curves.com"
"Newburyport","Tokyo Joe's Salisbury","141 Bridge Rd","Salisbury","MA","01952","(978) 499-8800","http://www.tokyojoes.com"
"Newburyport","Gold's Gym","191 Elm St","Salisbury","MA","01952","(978) 462-5662","http://www.goldsgym.com"
"Newburyport","Insight Meditation Center","443 Middle St","West Newbury","MA","01985","(978) 499-0325","http://www.imcnewburyport.org"
"Newburyport","Heat Training","5 Market St","Amesbury","MA","01913","(978) 378-4464",
"Newburyport","Planet Fitness","69 Haverhill Rd","Amesbury","MA","01913","(978) 388-4636",
"Newburyport","Anytime Fitness","26 Newburyport Tpke","Rowley","MA","01969","(978) 948-8700","http://www.anytimefitness.com"
"Newburyport","Curves","300 Newburyport Tpke","Rowley","MA","01969","(978) 948-2200","http://www.curves.com"
"Newburyport","Curves","303 Haverhill St","Rowley","MA","01969","(800) 615-7352","http://www.curves.com"
"Newburyport","Mac Fitness-Rowley","148 Newburyport Tpke","Rowley","MA","01969","(978) 948-7755","https://www.macathletics.com"
"Newburyport","GMAS Karate Kyokushin & Muay Thai","195 High St","Ipswich","MA","01938",,"http://www.gmaskarate.com"
"Newburyport","Get In Shape For Women","56 Central St","Georgetown","MA","01833","(978) 352-4799","http://www.getinshapeforwomen.com"
"Newburyport","Curves","939 Salem St Unit 1b","Groveland","MA","01834","(800) 615-7352","http://www.curves.com"
"Newburyport","Designed Fitness Inc","256 Georgetown Rd Unit 4","Boxford","MA","01921","(978) 887-4220","http://dfpersonaltraining.com"
"Newburyport","Howtoloseweightnow.org","43 Old Groveland Rd.","Bradford","MA","01835","(978) 473-6181",
"Newburyport","Vibrations of Peace","32 Macon Ave","Haverhill","MA","01830","(978) 219-4505",
"Newburyport","Curves","3 Ferry St","Haverhill","MA","01835","(800) 615-7352","http://www.curves.com"
"Newburyport","Beth Fahey Fitness Center","191 Merrimack St","Haverhill","MA","01830","(978) 891-5388",
"Newburyport","Latitude Sports Clubs","116 Pleasant Valley St","Methuen","MA","01844","(978) 738-4653","http://www.latitudesportsclubs.com"
"Newburyport","Intense Physique Personal Training","108R Washington St","Haverhill","MA","01832","(978) 702-4450","http://intensephysiquept.com"
"Newburyport","Cedardale Health & Fitness","931 Boston Rd","Haverhill","MA","01835","(978) 373-1596","http://www.cedardale-health.net/club/scripts/section/section.asp?ns=homepage"
"Newburyport","Choice Fitness","595 Chickering Rd","North Andover","MA","01845","(978) 686-3033","http://www.mychoicefitness.com"
"Newburyport","Good Dog Fitness","29 N Main St","North Andover","MA","01845","(978) 682-3647","http://gooddogaquatic.com"
"Newburyport","Manchester Athletic Club","8 Atwater Ave","Manchester","MA","01944","(978) 526-8900","https://www.macathletics.com"
"Newburyport","Curves","30 Main St Unit 3","Topsfield","MA","01983","(978) 887-9466","http://www.curves.com"
"Newburyport","Mach Evolution","602 Broadway # 2","Haverhill","MA","01832","(978) 377-7756","http://www.machevolution761.com"
"Newburyport","Fitness Together","10 S Main St Ste 11","Topsfield","MA","01983","(978) 887-1007","http://corp.fitnesstogether.com"
"Newburyport","The Soul House","1211 Osgood St","North Andover","MA","01845","(978) 725-3271","http://soulhouseboston.com"
"Newburyport","Drive Health & Fitness","380 Merrimack St","Methuen","MA","01844","(978) 682-7000",
"Newburyport","Passport Pilates","1011 Osgood St","North Andover","MA","01845","(978) 688-0100","http://www.passportpilates.com"
"Newburyport","Get In Shape For Women","15 Walnut Road","South Hamilton","MA","01982","(978) 468-4599","http://www.getinshapeforwomen.com"
"Newburyport","Get In Shape For Women","15 Walnut Rd","Wenham","MA","01984","(978) 468-4599","http://www.getinshapeforwomen.com"
"Newburyport","Custom Built Methuen","126 Merrimack St","Methuen","MA","01844","(978) 655-8528","http://www.mychoicefitness.com"
"Newburyport","One to One Strength Inc","400 Osgood St Ste 2","North Andover","MA","01845","(978) 688-6443",
"Newburyport","Aim Fitness","589 Chickering Rd","North Andover","MA","01845","(978) 258-6167",
"Newburyport","Passport Pilates","567 Chickering Rd","North Andover","MA","01845","(978) 688-0100",
"Newburyport","Fyfe Training","47 High St","North Andover","MA","01845","(978) 258-6225",
"Newburyport","The Personalized Physique","po box 284","north andover","MA","01845","(603) 799-6366","http://thepersonalizedphysique.com/index.php/corporate-fitness-and-wellness-programs"
"Newburyport","The Looking Glass Counseling And Wellness; Crystal Christophersen","89 Main St.","North Andover","MA","01845","(617) 600-7456","http://www.tlgcounseling.com"
"Newburyport","Fitness Together","73 Main St","North Andover","MA","01845","(978) 659-0047","http://corp.fitnesstogether.com"
"Newburyport","Orangetheory Fitness","90 Pleasant Valley St","Methuen","MA","01844","(978) 620-5850","http://www.orangetheoryfitness.com"
"Newburyport","Provost Personal Training","91 Grapevine Rd","Wenham","MA","01984","(978) 468-4561","http://www.provost-training.com"
"Newburyport","Curves","110 Sutton St","North Andover","MA","01845","(978) 685-9955","http://www.curves.com"
"Newburyport","North Shore Pole Fitness","360 Merrimack St Bldg 9, Entrance I, 3rd Fl","Lawrence","MA","01843","(978) 884-6823","http://northshorepolefitness.com"
"Newburyport","Planet Fitness","40 Jackson St","Methuen","MA","01844","(978) 682-0005",
"Newburyport","Flowfitness","280 Merrimack St","Lawrence","MA","01843","(978) 655-8035",
"Newburyport","Pb Opco","107 Turnpike St","North Andover","MA","01845","(978) 655-7361",
"Newburyport","TITLE Boxing Club North Andover","137 Turnpike St","North Andover","MA","01845","(978) 620-0255","http://northandover-turnpike.titleboxingclub.com"
"Newburyport","Club Pilates","93 Turnpike St","North Andover","MA","01845","(978) 662-7879","http://www.clubpilates.com/northandover"
"Newburyport","Curves","17 Railroad Ave","Rockport","MA","01966","(978) 546-6900","http://www.curves.com"
"Newburyport","Dance, Etc., Inc.","70 Essex St","Middleton","MA","01949","(978) 360-7988","http://www.danceetcmiddletonma.com"
"Newburyport","Curves","605 S Union St","Lawrence","MA","01843","(978) 475-5276","http://www.curves.com"
"Newburyport","Engel Fitness","35 Pleasant St","Rockport","MA","01966","(978) 335-5669","http://www.engelfitness.com"
"Newburyport","Brickstone Fitness","200 Brickstone Sq","Andover","MA","01810","(978) 623-0080","http://brickstonefitness.com"
"Newburyport","Curves","305 N Main St Unit 1","Andover","MA","01810","(978) 409-2620","http://www.curves.com"
"Newburyport","In Motion Fitness","108 S Main St","Middleton","MA","01949","(978) 624-7140",
"Newburyport","Commonwealth Sports Club","1079 Commonwealth Ave","Boston","MA","02215","(617) 586-3823","http://www.commonwealthsportsclub.com"
"Newburyport","Cambridge Athletic Club","215 1st St","Cambridge","MA","02142","(617) 286-5006","http://www.cambridgeathletic.com/"
"Amesbury","Pause Yoga","36 Main St","Amesbury","MA","01913","(508) 333-4160","http://pauseyogastudio.com"
"Amesbury","Heat Training","5 Market St","Amesbury","MA","01913","(978) 378-4464",
"Amesbury","Planet Fitness","69 Haverhill Rd","Amesbury","MA","01913","(978) 388-4636",
"Amesbury","Harmony Yoga",,"Merrimac","MA","01860","(978) 314-4280","http://www.harmonyyoga.info"
"Amesbury","Bikram Yoga Seacoast","6 Merrill St","Salisbury","MA","01952","(978) 465-1727","http://bikramyoga.com"
"Amesbury","Yuva Yoga",,"Beverly","MA","01915","(978) 766-4857","http://www.yuvayoga.net"
"Amesbury","Ways2Wisdom","PO Box 1224","Andover","MA","01810","(978) 807-8116","http://ways2wisdom.com"
"Amesbury","Kako Deborah",,"Salem","MA","01970","(978) 744-4808",
"Amesbury","Lim Yoga","1 Hoyts Ln","Newburyport","MA","01950","(978) 255-4243",
"Amesbury","Yoga Center of Newburyport","12 Maple St","Newburyport","MA","01950","(978) 225-3700","http://www.newburyportyoga.com"
"Amesbury","Riverside Yoga And Massage","1 Titcomb St","Newburyport","MA","01950","(508) 237-1745","http://www.riverside-yoga.com"
"Amesbury","Repose Yoga Studio","49 Liberty St","Newburyport","MA","01950","(508) 423-3182","http://www.reposeyogastudio.com"
"Amesbury","Roots to Wings","1 Lunt St","Byfield","MA","01922","(978) 463-9642","http://www.rootstowings.com"
"Amesbury","Giving Tree Yoga & Wellness","129 Essex St","Haverhill","MA","01832","(917) 232-2426",
"Amesbury","Yoga Tree","90 Washington St","Haverhill","MA","01832","(978) 944-4126","https://www.theyogatreestudio.com"
"Amesbury","A Yoga Practice","65 Central St","Georgetown","MA","01833","(978) 352-8886","http://www.ayogapractice.net"
"Amesbury","Peace Groove & Happiness Studio","52 Central St","Georgetown","MA","01833","(978) 352-9642","http://www.pghkidsyoga.com"
"Amesbury","Buddhaful Souls Yoga Studio","225 Newburyport Tpke","Rowley","MA","01969","(978) 948-3308","http://www.buddhafulsoulsyogastudio.com"
"Amesbury","Stand Tall Family Yoga and Fitness","483 Chickering Rd","North Andover","MA","01845","(978) 258-6089",
"Amesbury","Precision Pilates","1 Topsfield Rd","Ipswich","MA","01938","(978) 471-8111",
"Amesbury","John Van Drie","109 Mill Pond","North Andover","MA","01845","(978) 806-6276","http://johnvandrie.com"
"Amesbury","Body & Brain At Riverwalk","290 Merrimack St","Lawrence","MA","01843","(978) 688-5200","http://www.bodynbrain.com/riverwalk"
"Amesbury","Bliss Yoga","242 John Wise Ave","Essex","MA","01929","(978) 902-8766",
"Amesbury","At Yoga By Sam","340 Lawrence St","Lawrence","MA","01841","(978) 683-3580",
"Amesbury","Middlesex Yoga","340 Lawrence St","Lawrence","MA","01841","(978) 984-7581",
"Amesbury","Yoga Mat Plus","44 Hampshire St","Methuen","MA","01844","(603) 767-1285","http://www.methuenyogamat.com"
"Amesbury","Cape Ann Stand Up Paddleboards","2 Southern Ave","Essex","MA","01929","(978) 233-1787","http://capeannsup.com"
"Amesbury","Power Yoga Evolution","1060 Osgood St Ste 7","North Andover","MA","01845","(978) 794-2500","http://www.power-yoga-evolution.com"
"Amesbury","Abt Yoga","22 S Main St","Topsfield","MA","01983","(978) 887-3196","http://www.abtyoga.com"
"Amesbury","Union Studio Yoga","305 N Main St","Andover","MA","01810","(978) 886-7944",
"Amesbury","Village PiYo",,"Rockport","MA","01966","(978) 837-8270",
"Amesbury","River Bridge Arts and Wellness Center","21 S Main St","Ipswich","MA","01938","(978) 312-1543","http://www.riverbridgeartsandwellness.com"
"Amesbury","Maternal Health & Fitness","7 Hodges St","North Andover","MA","01845","(978) 738-8080",
"Amesbury","Pure Barre","107 Turnpike St","North Andover","MA","01845","(978) 655-7361","http://purebarre.com"
"Amesbury","Pure Barre","107 Turnpike St","North Andover","MA","01845","(978) 655-7361","http://purebarre.com"
"Amesbury","Gold's Gym","191 Elm St","Salisbury","MA","01952","(978) 462-5662","http://www.goldsgym.com"
"Amesbury","Curves","45 Storey Ave","Newburyport","MA","01950","(978) 463-5967","http://www.curves.com"
"Amesbury","Planet Fitness","45 Storey Ave","Newburyport","MA","01950","(978) 462-2500",
"Amesbury","Special Ops Military Simulation","4 Anderson Ln","Newburyport","MA","01950","(978) 204-7874","http://specialopsmilsim.com"
"Amesbury","Insight Meditation Center","443 Middle St","West Newbury","MA","01985","(978) 499-0325","http://www.imcnewburyport.org"
"Amesbury","Yankee Homecoming Roadrace","241 High St","Newburyport","MA","01950","(978) 376-5328","https://yankeerace.com"
"Amesbury","Psychic Readings","12 Pleasant St","Newburyport","MA","01950","(978) 255-7337","http://psychictina2296.wix.com/psychicreader"
"Amesbury","Curves","158 Bridge Rd Unit E","Salisbury","MA","01952","(978) 463-5967","http://www.curves.com"
"Amesbury","Tokyo Joe's Salisbury","141 Bridge Rd","Salisbury","MA","01952","(978) 499-8800","http://www.tokyojoes.com"
"Amesbury","Positive Works Studio","38 Washington St","Newburyport","MA","01950","(978) 417-2377","http://www.positiveworksstudio.com"
"Amesbury","Fitness Together","3 Graf Rd Ste 6","Newburyport","MA","01950","(978) 961-0335","http://corp.fitnesstogether.com"
"Amesbury","R M & R M Fitness Inc","58 Merrimac St","Newburyport","MA","01950","(978) 358-8298",
"Amesbury","James Eunice D Personal Training & Fitness Counseling Studio","31 Pleasant St","Newburyport","MA","01950","(978) 463-9450","http://www.eunicefitness.com"
"Amesbury","Newburyport Pilates","54 State St","Newburyport","MA","01950","(617) 571-8625","http://www.portpilatesstudio.com"
"Amesbury","Engage Your Core","95 Parker St","Newburyport","MA","01950","(978) 462-4742",
"Amesbury","Vibrations of Peace","32 Macon Ave","Haverhill","MA","01830","(978) 219-4505",
"Amesbury","Curves","939 Salem St Unit 1b","Groveland","MA","01834","(800) 615-7352","http://www.curves.com"
"Amesbury","Intense Physique Personal Training","108R Washington St","Haverhill","MA","01832","(978) 702-4450","http://intensephysiquept.com"
"Amesbury","Cedardale Health & Fitness","931 Boston Rd","Haverhill","MA","01835","(978) 373-1596","http://www.cedardale-health.net/club/scripts/section/section.asp?ns=homepage"
"Amesbury","Anytime Fitness","26 Newburyport Tpke","Rowley","MA","01969","(978) 948-8700","http://www.anytimefitness.com"
"Amesbury","Curves","3 Ferry St","Haverhill","MA","01835","(800) 615-7352","http://www.curves.com"
"Amesbury","Howtoloseweightnow.org","43 Old Groveland Rd.","Bradford","MA","01835","(978) 473-6181",
"Amesbury","Beth Fahey Fitness Center","191 Merrimack St","Haverhill","MA","01830","(978) 891-5388",
"Amesbury","Get In Shape For Women","56 Central St","Georgetown","MA","01833","(978) 352-4799","http://www.getinshapeforwomen.com"
"Amesbury","Curves","300 Newburyport Tpke","Rowley","MA","01969","(978) 948-2200","http://www.curves.com"
"Amesbury","Curves","303 Haverhill St","Rowley","MA","01969","(800) 615-7352","http://www.curves.com"
"Amesbury","Mac Fitness-Rowley","148 Newburyport Tpke","Rowley","MA","01969","(978) 948-7755","https://www.macathletics.com"
"Amesbury","Mach Evolution","602 Broadway # 2","Haverhill","MA","01832","(978) 377-7756","http://www.machevolution761.com"
"Amesbury","Designed Fitness Inc","256 Georgetown Rd Unit 4","Boxford","MA","01921","(978) 887-4220","http://dfpersonaltraining.com"
"Amesbury","Latitude Sports Clubs","116 Pleasant Valley St","Methuen","MA","01844","(978) 738-4653","http://www.latitudesportsclubs.com"
"Amesbury","Choice Fitness","595 Chickering Rd","North Andover","MA","01845","(978) 686-3033","http://www.mychoicefitness.com"
"Amesbury","Good Dog Fitness","29 N Main St","North Andover","MA","01845","(978) 682-3647","http://gooddogaquatic.com"
"Amesbury","GMAS Karate Kyokushin & Muay Thai","195 High St","Ipswich","MA","01938",,"http://www.gmaskarate.com"
"Amesbury","Drive Health & Fitness","380 Merrimack St","Methuen","MA","01844","(978) 682-7000",
"Amesbury","The Soul House","1211 Osgood St","North Andover","MA","01845","(978) 725-3271","http://soulhouseboston.com"
"Amesbury","Passport Pilates","1011 Osgood St","North Andover","MA","01845","(978) 688-0100","http://www.passportpilates.com"
"Amesbury","Custom Built Methuen","126 Merrimack St","Methuen","MA","01844","(978) 655-8528","http://www.mychoicefitness.com"
"Amesbury","Orangetheory Fitness","90 Pleasant Valley St","Methuen","MA","01844","(978) 620-5850","http://www.orangetheoryfitness.com"
"Amesbury","One to One Strength Inc","400 Osgood St Ste 2","North Andover","MA","01845","(978) 688-6443",
"Amesbury","Fyfe Training","47 High St","North Andover","MA","01845","(978) 258-6225",
"Amesbury","The Looking Glass Counseling And Wellness; Crystal Christophersen","89 Main St.","North Andover","MA","01845","(617) 600-7456","http://www.tlgcounseling.com"
"Amesbury","Fitness Together","73 Main St","North Andover","MA","01845","(978) 659-0047","http://corp.fitnesstogether.com"
"Amesbury","Aim Fitness","589 Chickering Rd","North Andover","MA","01845","(978) 258-6167",
"Amesbury","Passport Pilates","567 Chickering Rd","North Andover","MA","01845","(978) 688-0100",
"Amesbury","Curves","110 Sutton St","North Andover","MA","01845","(978) 685-9955","http://www.curves.com"
"Amesbury","Planet Fitness","40 Jackson St","Methuen","MA","01844","(978) 682-0005",
"Amesbury","The Personalized Physique","po box 284","north andover","MA","01845","(603) 799-6366","http://thepersonalizedphysique.com/index.php/corporate-fitness-and-wellness-programs"
"Amesbury","Curves","30 Main St Unit 3","Topsfield","MA","01983","(978) 887-9466","http://www.curves.com"
"Amesbury","North Shore Pole Fitness","360 Merrimack St Bldg 9, Entrance I, 3rd Fl","Lawrence","MA","01843","(978) 884-6823","http://northshorepolefitness.com"
"Amesbury","Fitness Together","10 S Main St Ste 11","Topsfield","MA","01983","(978) 887-1007","http://corp.fitnesstogether.com"
"Amesbury","Flowfitness","280 Merrimack St","Lawrence","MA","01843","(978) 655-8035",
"Amesbury","Work Out World","436 Broadway","Methuen","MA","01844","(978) 725-8550","http://www.wownewengland.com"
"Amesbury","Pb Opco","107 Turnpike St","North Andover","MA","01845","(978) 655-7361",
"Amesbury","TITLE Boxing Club North Andover","137 Turnpike St","North Andover","MA","01845","(978) 620-0255","http://northandover-turnpike.titleboxingclub.com"
"Amesbury","Club Pilates","93 Turnpike St","North Andover","MA","01845","(978) 662-7879","http://www.clubpilates.com/northandover"
"Amesbury","Curves","605 S Union St","Lawrence","MA","01843","(978) 475-5276","http://www.curves.com"
"Amesbury","Brickstone Fitness","200 Brickstone Sq","Andover","MA","01810","(978) 623-0080","http://brickstonefitness.com"
"Amesbury","Curves","305 N Main St Unit 1","Andover","MA","01810","(978) 409-2620","http://www.curves.com"
"Manchester","Yoga Balance","8 Atwater Ave","Manchester","MA","01944","(978) 526-1681",
"Manchester","Ananda Shanti Yoga Studio","11 Beach St","Manchester","MA","01944","(978) 525-0366","http://anandashantiyoga.com"
"Manchester","Manchester Athletic Club","8 Atwater Ave","Manchester","MA","01944","(978) 526-8900","https://www.macathletics.com"
"Manchester","Clubxcel","6 School St","Manchester","MA","01944","(978) 526-0002","http://www.clubxcel.com"
"Manchester","Institute For Meditation","3 Ledgewood Cir","Manchester","MA","01944","(978) 526-4095",
"Manchester","Harmony Yoga",,"Merrimac","MA","01860","(978) 314-4280","http://www.harmonyyoga.info"
"Manchester","Yuva Yoga",,"Beverly","MA","01915","(978) 766-4857","http://www.yuvayoga.net"
"Manchester","Ways2Wisdom","PO Box 1224","Andover","MA","01810","(978) 807-8116","http://ways2wisdom.com"
"Manchester","Kako Deborah",,"Salem","MA","01970","(978) 744-4808",
"Manchester","North Shore Restorative Yoga","25 Lexington Ave","Gloucester","MA","01930","(978) 704-9807",
"Manchester","HotCore Yoga","32 West St","Beverly","MA","01915","(978) 210-2190","http://hotcoreyoga.com"
"Manchester","Cape Ann Stand Up Paddleboards","2 Southern Ave","Essex","MA","01929","(978) 233-1787","http://capeannsup.com"
"Manchester","Yoga For Health","124 E Main St","Gloucester","MA","01930","(978) 281-5525","http://yogaforhealth.info"
"Manchester","Treetop Yoga Studio","7 Parker St","Gloucester","MA","01930","(978) 282-9642","http://www.treetopyoga.com"
"Manchester","Yoga Joy","169 Main St","Gloucester","MA","01930","(978) 879-4324",
"Manchester","Wisdom's Heart Inc","2 Duncan St","Gloucester","MA","01930","(978) 879-4821",
"Manchester","Cape Ann Power Yoga","186 Main St","Gloucester","MA","01930","(978) 968-7688","http://www.capeannpoweryoga.com"
"Manchester","Empower Yoga Studio","15 Elliott St","Beverly","MA","01915","(978) 927-9642","http://www.empoweryogastudio.com"
"Manchester","Yoga Joy","169 E Main St","Gloucester","MA","01930","(978) 879-4324",
"Manchester","Bliss Yoga","242 John Wise Ave","Essex","MA","01929","(978) 902-8766",
"Manchester","Ignite Your Spirit™ Yoga","284 Bay Rd","South Hamilton","MA","01982","(978) 526-8025",
"Manchester","Smiling Heart Yoga","29 Brown St","Marblehead","MA","01945","(617) 257-6494",
"Manchester","Empower Yoga Studio","43 Enon St","Beverly","MA","01915","(978) 927-9642","http://www.empoweryogastudio.com"
"Manchester","Taj Pilates","1 Spring St","Marblehead","MA","01945","(781) 631-0270","http://tajpilates.com"
"Manchester","Yogaspirit Studios","Po Box 2337","South Hamilton","MA","01982","(978) 468-3099",
"Manchester","Yogaspirit Studios","225 Main St Ste 6","Wenham","MA","01984","(978) 468-3099","http://yogaspiritstudios.com"
"Manchester","The Yoga Loft of Marblehead","27 Bessom St","Marblehead","MA","01945","(781) 631-9642","http://www.theyogaloftmarblehead.com"
"Manchester","Yoga Sakti","29 Bridge St","Salem","MA","01970","(978) 744-9642","http://www.yogasakti.com"
"Manchester","Green Tea Yoga","7 Colonial Ter","Salem","MA","01970","(978) 740-9749","http://www.greenteayoga.com"
"Manchester","Prana Health & Yoga Ctr","7 Colonial Ter","Salem","MA","01970","(978) 740-9749",
"Manchester","Green Tea Yoga","10 Colonial Rd","Salem","MA","01970","(978) 740-9749","http://www.greenteayoga.com"
"Manchester","Precision Pilates","1 Topsfield Rd","Ipswich","MA","01938","(978) 471-8111",
"Manchester","Mantra Yoga","13 Elm St","Danvers","MA","01923","(978) 777-1867",
"Manchester","Eightfold Yoga","30 Main St","Peabody","MA","01960","(978) 977-9642",
"Manchester","Mantra Yoga","101 High St","Danvers","MA","01923","(978) 774-9777","http://www.mantrayogastudio.com"
"Manchester","Bikram Yoga North Sho","644 Humphrey St","Swampscott","MA","01907","(781) 595-9010","http://bikramyoga.com"
"Manchester","Jaishree Yoga","7 Sylvan St","Peabody","MA","01960","(978) 717-5280","http://www.sylvanstreetsanctuary.com"
"Manchester","The Marblehead School of Raja Yoga","211 Essex St Suite 5","Swampscott","MA","01907","(781) 639-9057","http://rajamarblehead.com"
"Manchester","Alternative Therapy Ctr-Peabod","28 1/2 Peabody Sq","Peabody","MA","01960","(978) 744-4808","http://www.yogaatc.com"
"Manchester","Flow Yoga Studio","532 Lowell St","Peabody","MA","01960","(978) 590-3019",
"Manchester","Abt Yoga","22 S Main St","Topsfield","MA","01983","(978) 887-3196","http://www.abtyoga.com"
"Manchester","Tranquil Flame Yoga","28 Rice Ave","Revere","MA","02151","(781) 284-7949","http://www.tranquilflameyoga.com"
"Manchester","Centre Yoga","6 Centre Ct","Lynnfield","MA","01940","(781) 558-0672","http://www.centreyogalynnfield.com"
